sample_id,sample_date,temp_daily_mean
Q1,1992-03-03T00:00:00Z,22.2
Q1,1992-03-17T00:00:00Z,22.2
Q1,1992-04-07T00:00:00Z,22.2
Q1,1992-04-21T00:00:00Z,22.2
Q1,1992-05-05T00:00:00Z,22.2
Q1,1992-05-12T00:00:00Z,22.2
Q1,1992-12-29T00:00:00Z,22.22
Q1,1993-01-05T00:00:00Z,22.2
Q1,1993-01-26T00:00:00Z,22.2
Q1,1993-02-09T00:00:00Z,22.2
Q1,1993-02-16T00:00:00Z,22.2
Q1,1993-02-23T00:00:00Z,19.44
Q1,1993-06-15T00:00:00Z,23
Q1,1993-06-22T00:00:00Z,23
Q1,1993-10-26T00:00:00Z,23
Q1,1994-02-22T00:00:00Z,20
Q1,1994-03-01T00:00:00Z,21
Q1,1994-03-08T00:00:00Z,21
Q1,1994-03-15T00:00:00Z,21
Q1,1994-03-22T00:00:00Z,21
Q1,1994-03-29T00:00:00Z,21
Q1,1994-04-05T00:00:00Z,22
Q1,1994-04-12T00:00:00Z,22
Q1,1994-04-19T00:00:00Z,21
Q1,1994-04-26T00:00:00Z,22
Q1,1994-05-03T00:00:00Z,23
Q1,1994-05-10T00:00:00Z,23
Q1,1994-05-17T00:00:00Z,23
Q1,1994-05-24T00:00:00Z,23
Q1,1994-05-31T00:00:00Z,23
Q1,1994-06-07T00:00:00Z,23
Q1,1994-06-14T00:00:00Z,23
Q1,1994-06-21T00:00:00Z,24
Q1,1994-06-28T00:00:00Z,23
Q1,1994-07-05T00:00:00Z,23
Q1,1994-07-12T00:00:00Z,23
Q1,1994-07-19T00:00:00Z,23
Q1,1994-07-26T00:00:00Z,23
Q1,1994-08-02T00:00:00Z,23.5
Q1,1994-08-09T00:00:00Z,23
Q1,1994-08-16T00:00:00Z,23
Q1,1994-08-23T00:00:00Z,24
Q1,1994-08-30T00:00:00Z,24
Q1,1994-09-06T00:00:00Z,23
Q1,1994-09-13T00:00:00Z,23
Q1,1994-09-20T00:00:00Z,23
Q1,1994-09-27T00:00:00Z,24
Q1,1994-10-04T00:00:00Z,24
Q1,1994-10-11T00:00:00Z,23
Q1,1994-10-18T00:00:00Z,23
Q1,1994-10-25T00:00:00Z,23
Q1,1994-11-01T00:00:00Z,23
Q1,1994-11-08T00:00:00Z,23
Q1,1994-11-15T00:00:00Z,23
Q1,1994-11-22T00:00:00Z,23
Q1,1994-11-29T00:00:00Z,23
Q1,1994-12-06T00:00:00Z,22
Q1,1994-12-13T00:00:00Z,23
Q1,1994-12-20T00:00:00Z,23
Q1,1994-12-27T00:00:00Z,22
Q1,1995-01-03T00:00:00Z,22
Q1,1995-01-10T00:00:00Z,22
Q1,1995-01-24T00:00:00Z,22
Q1,1995-01-31T00:00:00Z,22
Q1,1995-02-07T00:00:00Z,22
Q1,1995-02-14T00:00:00Z,22
Q1,1995-02-21T00:00:00Z,22
Q1,1995-02-28T00:00:00Z,22
Q1,1995-03-07T00:00:00Z,22
Q1,1995-03-14T00:00:00Z,21
Q1,1995-03-21T00:00:00Z,21
Q1,1995-03-28T00:00:00Z,21
Q1,1995-04-04T00:00:00Z,22
Q1,1995-04-11T00:00:00Z,22
Q1,1995-04-18T00:00:00Z,22
Q1,1995-04-25T00:00:00Z,22
Q1,1995-05-02T00:00:00Z,23
Q1,1995-05-09T00:00:00Z,23
Q1,1995-05-16T00:00:00Z,22
Q1,1995-05-23T00:00:00Z,23
Q1,1995-05-30T00:00:00Z,23
Q1,1995-06-06T00:00:00Z,23
Q1,1995-06-13T00:00:00Z,23
Q1,1995-06-20T00:00:00Z,23
Q1,1995-06-27T00:00:00Z,23
Q1,1995-07-05T00:00:00Z,23
Q1,1995-07-11T00:00:00Z,23
Q1,1995-07-18T00:00:00Z,23
Q1,1995-07-26T00:00:00Z,24
Q1,1995-08-01T00:00:00Z,24
Q1,1995-08-08T00:00:00Z,24
Q1,1995-08-15T00:00:00Z,24
Q1,1995-08-22T00:00:00Z,25
Q1,1995-08-29T00:00:00Z,23
Q1,1995-09-12T00:00:00Z,24
Q1,1995-09-19T00:00:00Z,24
Q1,1995-09-26T00:00:00Z,24
Q1,1995-10-03T00:00:00Z,24
Q1,1995-10-10T00:00:00Z,24
Q1,1995-10-17T00:00:00Z,24
Q1,1995-10-24T00:00:00Z,24
Q1,1995-10-31T00:00:00Z,23
Q1,1995-11-07T00:00:00Z,23
Q1,1995-11-14T00:00:00Z,23
Q1,1995-11-21T00:00:00Z,22.5
Q1,1995-11-28T00:00:00Z,23
Q1,1995-12-05T00:00:00Z,23
Q1,1995-12-12T00:00:00Z,23
Q1,1995-12-19T00:00:00Z,23
Q1,1995-12-26T00:00:00Z,23
Q1,1996-01-09T00:00:00Z,23
Q1,1996-01-16T00:00:00Z,22
Q1,1996-01-23T00:00:00Z,22
Q1,1996-01-30T00:00:00Z,21
Q1,1996-02-06T00:00:00Z,22
Q1,1996-02-13T00:00:00Z,22
Q1,1996-02-20T00:00:00Z,22
Q1,1996-02-27T00:00:00Z,22
Q1,1996-03-05T00:00:00Z,22
Q1,1996-03-12T00:00:00Z,22
Q1,1996-03-19T00:00:00Z,22
Q1,1996-03-26T00:00:00Z,22
Q1,1996-04-09T00:00:00Z,23
Q1,1996-04-16T00:00:00Z,22
Q1,1996-04-23T00:00:00Z,23
Q1,1996-04-30T00:00:00Z,23
Q1,1996-05-07T00:00:00Z,23
Q1,1996-05-14T00:00:00Z,23
Q1,1996-05-21T00:00:00Z,23
Q1,1996-05-28T00:00:00Z,23
Q1,1996-06-04T00:00:00Z,24
Q1,1996-06-18T00:00:00Z,23
Q1,1996-06-25T00:00:00Z,23.5
Q1,1996-07-02T00:00:00Z,24
Q1,1996-07-09T00:00:00Z,23.5
Q1,1996-07-16T00:00:00Z,23.5
Q1,1996-07-23T00:00:00Z,23.5
Q1,1996-07-30T00:00:00Z,23.5
Q1,1996-08-06T00:00:00Z,24
Q1,1996-08-13T00:00:00Z,24
Q1,1996-08-20T00:00:00Z,24
Q1,1996-08-27T00:00:00Z,24
Q1,1996-09-03T00:00:00Z,24
Q1,1996-09-10T00:00:00Z,23
Q1,1996-09-17T00:00:00Z,24
Q1,1996-09-24T00:00:00Z,24
Q1,1996-10-01T00:00:00Z,24
Q1,1996-10-08T00:00:00Z,24
Q1,1996-10-15T00:00:00Z,24
Q1,1996-10-22T00:00:00Z,23
Q1,1996-10-29T00:00:00Z,23
Q1,1996-11-05T00:00:00Z,23
Q1,1996-11-12T00:00:00Z,22
Q1,1996-11-19T00:00:00Z,22
Q1,1996-11-26T00:00:00Z,22
Q1,1996-12-03T00:00:00Z,22
Q1,1996-12-10T00:00:00Z,23
Q1,1996-12-17T00:00:00Z,21
Q1,1996-12-24T00:00:00Z,21
Q1,1997-01-08T00:00:00Z,22
Q1,1997-01-14T00:00:00Z,22
Q1,1997-01-21T00:00:00Z,21
Q1,1997-01-28T00:00:00Z,21
Q1,1997-02-04T00:00:00Z,21
Q1,1997-02-11T00:00:00Z,21
Q1,1997-02-18T00:00:00Z,21
Q1,1997-02-25T00:00:00Z,22
Q1,1997-03-04T00:00:00Z,21
Q1,1997-03-11T00:00:00Z,21
Q1,1997-03-18T00:00:00Z,21
Q1,1997-03-25T00:00:00Z,21
Q1,1997-04-01T00:00:00Z,21
Q1,1997-04-08T00:00:00Z,21
Q1,1997-04-15T00:00:00Z,21
Q1,1997-04-22T00:00:00Z,23
Q1,1997-04-29T00:00:00Z,24
Q1,1997-05-06T00:00:00Z,23
Q1,1997-05-13T00:00:00Z,23
Q1,1997-05-20T00:00:00Z,23
Q1,1997-05-27T00:00:00Z,22
Q1,1997-06-03T00:00:00Z,23
Q1,1997-06-10T00:00:00Z,23
Q1,1997-06-17T00:00:00Z,24
Q1,1997-06-24T00:00:00Z,23
Q1,1997-07-01T00:00:00Z,24
Q1,1997-07-08T00:00:00Z,25
Q1,1997-07-15T00:00:00Z,24
Q1,1997-07-23T00:00:00Z,25
Q1,1997-08-01T00:00:00Z,23
Q1,1997-08-05T00:00:00Z,23
Q1,1997-08-12T00:00:00Z,24
Q1,1997-08-19T00:00:00Z,24
Q1,1997-08-26T00:00:00Z,25
Q1,1997-09-02T00:00:00Z,25
Q1,1997-09-09T00:00:00Z,25
Q1,1997-09-16T00:00:00Z,25
Q1,1997-09-23T00:00:00Z,24
Q1,1997-09-30T00:00:00Z,24
Q1,1997-10-21T00:00:00Z,25
Q1,1997-10-28T00:00:00Z,25
Q1,1997-11-04T00:00:00Z,24
Q1,1997-11-11T00:00:00Z,24
Q1,1997-11-18T00:00:00Z,24
Q1,1997-11-25T00:00:00Z,24
Q1,1997-12-02T00:00:00Z,24
Q1,1997-12-09T00:00:00Z,24
Q1,1997-12-16T00:00:00Z,24
Q1,1997-12-23T00:00:00Z,24
Q1,1998-01-07T00:00:00Z,23
Q1,1998-01-20T00:00:00Z,23
Q1,1998-01-27T00:00:00Z,23
Q1,1998-02-03T00:00:00Z,24
Q1,1998-02-10T00:00:00Z,25
Q1,1998-02-17T00:00:00Z,23
Q1,1998-02-24T00:00:00Z,23
Q1,1998-03-03T00:00:00Z,22
Q1,1998-03-10T00:00:00Z,22
Q1,1998-03-24T00:00:00Z,23
Q1,1998-03-31T00:00:00Z,23
Q1,1998-04-07T00:00:00Z,23
Q1,1998-04-14T00:00:00Z,22
Q1,1998-04-28T00:00:00Z,23
Q1,1998-05-05T00:00:00Z,23
Q1,1998-05-12T00:00:00Z,23
Q1,1998-05-19T00:00:00Z,23
Q1,1998-05-26T00:00:00Z,23
Q1,1998-06-02T00:00:00Z,23
Q1,1998-06-09T00:00:00Z,23
Q1,1998-06-16T00:00:00Z,24
Q1,1998-06-23T00:00:00Z,23
Q1,1998-06-30T00:00:00Z,23
Q1,1998-07-11T00:00:00Z,24
Q1,1998-07-14T00:00:00Z,24
Q1,1998-07-21T00:00:00Z,23
Q1,1998-07-28T00:00:00Z,23
Q1,1998-08-04T00:00:00Z,24
Q1,1998-08-11T00:00:00Z,24
Q1,1998-08-18T00:00:00Z,24
Q1,1998-08-25T00:00:00Z,24
Q1,1998-09-01T00:00:00Z,24
Q1,1998-09-08T00:00:00Z,24
Q1,1998-09-15T00:00:00Z,23
Q1,2000-01-04T00:00:00Z,22
Q1,2000-01-11T00:00:00Z,20
Q1,2000-01-18T00:00:00Z,23
Q1,2000-01-25T00:00:00Z,22
Q1,2000-02-01T00:00:00Z,22
Q1,2000-02-08T00:00:00Z,22
Q1,2000-02-15T00:00:00Z,21.5
Q1,2000-02-29T00:00:00Z,23
Q1,2000-03-07T00:00:00Z,21
Q1,2000-03-14T00:00:00Z,21
Q1,2000-04-25T00:00:00Z,23
Q1,2000-05-02T00:00:00Z,22
Q1,2000-05-09T00:00:00Z,23
Q1,2000-05-16T00:00:00Z,22.5
Q1,2000-05-23T00:00:00Z,23
Q1,2000-06-06T00:00:00Z,23
Q1,2000-06-13T00:00:00Z,23.5
Q1,2000-06-20T00:00:00Z,23.5
Q1,2000-06-27T00:00:00Z,23
Q1,2000-07-05T00:00:00Z,24
Q1,2000-07-11T00:00:00Z,23
Q1,2000-07-18T00:00:00Z,23.5
Q1,2000-07-25T00:00:00Z,24
Q1,2000-08-01T00:00:00Z,24
Q1,2000-08-08T00:00:00Z,23.8
Q1,2000-08-15T00:00:00Z,23.5
Q1,2000-08-29T00:00:00Z,24
Q1,2000-09-05T00:00:00Z,23.8
Q1,2000-09-12T00:00:00Z,24.5
Q1,2000-10-10T00:00:00Z,23.5
Q1,2000-10-17T00:00:00Z,23
Q1,2000-10-24T00:00:00Z,23.5
Q1,2000-10-31T00:00:00Z,23
Q1,2000-11-14T00:00:00Z,24
Q1,2000-11-28T00:00:00Z,23
Q1,2000-12-05T00:00:00Z,23
Q1,2000-12-19T00:00:00Z,23
Q1,2000-12-26T00:00:00Z,21
Q1,2001-01-09T00:00:00Z,23
Q1,2001-01-16T00:00:00Z,23
Q1,2001-01-23T00:00:00Z,23
Q1,2001-01-30T00:00:00Z,22
Q1,2001-02-06T00:00:00Z,21.8
Q1,2001-02-13T00:00:00Z,21.5
Q1,2001-02-20T00:00:00Z,21.5
Q1,2001-03-06T00:00:00Z,21.5
Q1,2001-03-13T00:00:00Z,22
Q1,2001-03-20T00:00:00Z,21.5
Q1,2001-03-27T00:00:00Z,22
Q1,2001-04-03T00:00:00Z,22
Q1,2001-04-10T00:00:00Z,21.5
Q1,2001-04-17T00:00:00Z,22.5
Q1,2001-04-24T00:00:00Z,22
Q1,2001-05-01T00:00:00Z,22
Q1,2001-05-08T00:00:00Z,23
Q1,2001-05-15T00:00:00Z,23
Q1,2001-05-22T00:00:00Z,23
Q1,2001-05-29T00:00:00Z,23.5
Q1,2001-06-05T00:00:00Z,23
Q1,2001-06-12T00:00:00Z,23.5
Q1,2001-06-19T00:00:00Z,23
Q1,2001-06-26T00:00:00Z,24
Q1,2001-07-03T00:00:00Z,24
Q1,2001-07-10T00:00:00Z,23.5
Q1,2001-07-17T00:00:00Z,24
Q1,2001-07-24T00:00:00Z,24
Q1,2001-07-31T00:00:00Z,23.5
Q1,2001-08-07T00:00:00Z,24
Q1,2001-08-14T00:00:00Z,23.5
Q1,2001-08-21T00:00:00Z,24
Q1,2001-08-28T00:00:00Z,23.8
Q1,2001-09-04T00:00:00Z,23.5
Q1,2001-09-11T00:00:00Z,23.5
Q1,2001-09-18T00:00:00Z,24
Q1,2001-09-25T00:00:00Z,23.5
Q1,2001-10-02T00:00:00Z,24
Q1,2001-10-09T00:00:00Z,24
Q1,2001-10-16T00:00:00Z,23.5
Q1,2001-10-23T00:00:00Z,23.5
Q1,2001-10-30T00:00:00Z,23.3
Q1,2001-11-06T00:00:00Z,23
Q1,2001-11-13T00:00:00Z,23
Q1,2001-11-20T00:00:00Z,22.5
Q1,2001-11-27T00:00:00Z,22
Q1,2001-12-04T00:00:00Z,22.8
Q1,2001-12-11T00:00:00Z,23
Q1,2001-12-18T00:00:00Z,22.5
Q1,2001-12-26T00:00:00Z,22.51
Q1,2002-01-02T00:00:00Z,22.82
Q1,2002-01-08T00:00:00Z,22.5
Q1,2002-01-15T00:00:00Z,22
Q1,2002-01-22T00:00:00Z,22.5
Q1,2002-01-29T00:00:00Z,22.5
Q1,2002-02-05T00:00:00Z,21.8
Q1,2002-02-12T00:00:00Z,22
Q1,2002-02-19T00:00:00Z,22.3
Q1,2002-02-26T00:00:00Z,21.5
Q1,2002-03-05T00:00:00Z,21.3
Q1,2002-03-12T00:00:00Z,21.7
Q1,2002-03-19T00:00:00Z,22
Q1,2002-03-26T00:00:00Z,22
Q1,2002-04-02T00:00:00Z,22.5
Q1,2002-04-09T00:00:00Z,21.5
Q1,2002-04-16T00:00:00Z,21.5
Q1,2002-04-23T00:00:00Z,22.5
Q1,2002-04-30T00:00:00Z,22.5
Q1,2002-05-07T00:00:00Z,22.5
Q1,2002-05-14T00:00:00Z,22.67
Q1,2002-05-21T00:00:00Z,22.5
Q1,2002-05-28T00:00:00Z,22.5
Q1,2002-06-04T00:00:00Z,22.7
Q1,2002-06-11T00:00:00Z,23
Q1,2002-06-18T00:00:00Z,23
Q1,2002-06-25T00:00:00Z,23
Q1,2002-07-02T00:00:00Z,23
Q1,2002-07-09T00:00:00Z,23.3
Q1,2002-07-16T00:00:00Z,23.39
Q1,2002-07-23T00:00:00Z,23.2
Q1,2002-07-30T00:00:00Z,23.8
Q1,2002-08-06T00:00:00Z,23.5
Q1,2002-08-20T00:00:00Z,23.7
Q1,2002-08-27T00:00:00Z,23.5
Q1,2002-09-03T00:00:00Z,23.3
Q1,2002-09-10T00:00:00Z,23.3
Q1,2002-09-17T00:00:00Z,23.5
Q1,2002-09-24T00:00:00Z,24
Q1,2002-10-01T00:00:00Z,23.5
Q1,2002-10-08T00:00:00Z,23.5
Q1,2002-10-15T00:00:00Z,23.5
Q1,2002-10-22T00:00:00Z,23.3
Q1,2002-10-29T00:00:00Z,23.2
Q1,2002-11-05T00:00:00Z,23
Q1,2002-11-12T00:00:00Z,23
Q1,2002-11-19T00:00:00Z,23
Q1,2002-11-26T00:00:00Z,22.9
Q1,2002-12-03T00:00:00Z,22.5
Q1,2002-12-10T00:00:00Z,22
Q1,2002-12-17T00:00:00Z,22
Q1,2002-12-24T00:00:00Z,22.5
Q1,2002-12-31T00:00:00Z,22
Q1,2003-01-07T00:00:00Z,22
Q1,2003-01-14T00:00:00Z,21.8
Q1,2003-01-21T00:00:00Z,22.06
Q1,2003-01-28T00:00:00Z,21.8
Q1,2003-02-04T00:00:00Z,22
Q1,2003-02-11T00:00:00Z,22
Q1,2003-02-18T00:00:00Z,22
Q1,2003-02-25T00:00:00Z,23.2
Q1,2003-03-04T00:00:00Z,23.5
Q1,2003-03-11T00:00:00Z,23.5
Q1,2003-03-18T00:00:00Z,23
Q1,2003-03-25T00:00:00Z,22.13
Q1,2003-04-01T00:00:00Z,21.3
Q1,2003-04-08T00:00:00Z,22
Q1,2003-04-15T00:00:00Z,22.1
Q1,2003-04-22T00:00:00Z,22.7
Q1,2003-04-29T00:00:00Z,22.5
Q1,2003-05-06T00:00:00Z,22.5
Q1,2003-05-13T00:00:00Z,22.7
Q1,2003-05-20T00:00:00Z,22.15
Q1,2003-05-27T00:00:00Z,22.8
Q1,2003-06-03T00:00:00Z,22.8
Q1,2003-06-10T00:00:00Z,22.5
Q1,2003-06-17T00:00:00Z,23
Q1,2003-06-24T00:00:00Z,23.5
Q1,2003-07-01T00:00:00Z,23
Q1,2003-07-08T00:00:00Z,23.5
Q1,2003-07-15T00:00:00Z,23.01
Q1,2003-07-22T00:00:00Z,23.2
Q1,2003-07-29T00:00:00Z,23.2
Q1,2003-08-05T00:00:00Z,23
Q1,2003-08-12T00:00:00Z,23
Q1,2003-08-19T00:00:00Z,23.3
Q1,2003-08-26T00:00:00Z,24
Q1,2003-09-02T00:00:00Z,24
Q1,2003-09-09T00:00:00Z,23
Q1,2003-09-16T00:00:00Z,23.5
Q1,2003-09-23T00:00:00Z,23
Q1,2003-09-30T00:00:00Z,23
Q1,2003-10-07T00:00:00Z,23
Q1,2003-10-14T00:00:00Z,23
Q1,2003-10-21T00:00:00Z,23
Q1,2003-10-28T00:00:00Z,23
Q1,2003-11-04T00:00:00Z,23.2
Q1,2003-11-12T00:00:00Z,22.93
Q1,2003-11-18T00:00:00Z,23
Q1,2003-11-25T00:00:00Z,22.5
Q1,2003-12-02T00:00:00Z,22.5
Q1,2003-12-09T00:00:00Z,22.3
Q1,2003-12-16T00:00:00Z,22.8
Q1,2003-12-23T00:00:00Z,22.25
Q1,2003-12-30T00:00:00Z,21.2
Q1,2004-01-07T00:00:00Z,21.8
Q1,2004-01-13T00:00:00Z,22
Q1,2004-01-20T00:00:00Z,21.5
Q1,2004-01-27T00:00:00Z,21.5
Q1,2004-02-03T00:00:00Z,21
Q1,2004-02-10T00:00:00Z,21.3
Q1,2004-02-17T00:00:00Z,21.5
Q1,2004-02-24T00:00:00Z,21.2
Q1,2004-03-02T00:00:00Z,20.8
Q1,2004-03-09T00:00:00Z,21
Q1,2004-03-16T00:00:00Z,21.5
Q1,2004-03-23T00:00:00Z,21.8
Q1,2004-03-30T00:00:00Z,21.3
Q1,2004-04-06T00:00:00Z,22
Q1,2004-04-13T00:00:00Z,22.3
Q1,2004-04-20T00:00:00Z,21.5
Q1,2004-04-27T00:00:00Z,21.8
Q1,2004-05-04T00:00:00Z,22
Q1,2004-05-11T00:00:00Z,22
Q1,2004-05-18T00:00:00Z,22
Q1,2004-05-25T00:00:00Z,22.5
Q1,2004-06-01T00:00:00Z,23
Q1,2004-06-08T00:00:00Z,22.8
Q1,2004-06-15T00:00:00Z,23
Q1,2004-06-22T00:00:00Z,23
Q1,2004-06-29T00:00:00Z,23
Q1,2004-07-06T00:00:00Z,23
Q1,2004-07-13T00:00:00Z,22.8
Q1,2004-07-20T00:00:00Z,23.1
Q1,2004-07-27T00:00:00Z,23.2
Q1,2004-08-03T00:00:00Z,23
Q1,2004-08-10T00:00:00Z,23
Q1,2004-08-17T00:00:00Z,23.3
Q1,2004-08-24T00:00:00Z,23.5
Q1,2004-09-01T00:00:00Z,23.5
Q1,2004-09-07T00:00:00Z,23
Q1,2004-09-14T00:00:00Z,23.3
Q1,2004-09-21T00:00:00Z,23.4
Q1,2004-09-28T00:00:00Z,23.3
Q1,2004-10-05T00:00:00Z,23.4
Q1,2004-10-12T00:00:00Z,23
Q1,2004-10-19T00:00:00Z,23
Q1,2004-10-26T00:00:00Z,22.91
Q1,2004-11-02T00:00:00Z,22.5
Q1,2004-11-09T00:00:00Z,22.2
Q1,2004-11-16T00:00:00Z,22
Q1,2004-11-23T00:00:00Z,21.8
Q1,2004-11-30T00:00:00Z,21.8
Q1,2004-12-07T00:00:00Z,22.32
Q1,2004-12-14T00:00:00Z,22.2
Q1,2004-12-21T00:00:00Z,22.9
Q1,2004-12-28T00:00:00Z,21.5
Q1,2005-01-04T00:00:00Z,20.5
Q1,2005-01-11T00:00:00Z,21.7
Q1,2005-01-18T00:00:00Z,21.5
Q1,2005-01-25T00:00:00Z,21.5
Q1,2005-02-01T00:00:00Z,20.5
Q1,2005-02-08T00:00:00Z,20.5
Q1,2005-02-15T00:00:00Z,21.5
Q1,2005-02-22T00:00:00Z,21
Q1,2005-03-01T00:00:00Z,21.8
Q1,2005-03-08T00:00:00Z,21.2
Q1,2005-03-15T00:00:00Z,22
Q1,2005-03-22T00:00:00Z,22.2
Q1,2005-03-29T00:00:00Z,22.5
Q1,2005-04-05T00:00:00Z,22.5
Q1,2005-04-12T00:00:00Z,22.5
Q1,2005-04-19T00:00:00Z,22.8
Q1,2005-04-26T00:00:00Z,23
Q1,2005-05-03T00:00:00Z,22.5
Q1,2005-05-10T00:00:00Z,22.8
Q1,2005-05-17T00:00:00Z,23
Q1,2005-05-24T00:00:00Z,22.8
Q1,2005-05-31T00:00:00Z,23.5
Q1,2005-06-07T00:00:00Z,23.5
Q1,2005-06-14T00:00:00Z,23.3
Q1,2005-06-21T00:00:00Z,23.8
Q1,2005-06-28T00:00:00Z,23.8
Q1,2005-07-05T00:00:00Z,23.5
Q1,2005-07-12T00:00:00Z,23.8
Q1,2005-07-19T00:00:00Z,24.5
Q1,2005-07-26T00:00:00Z,24.5
Q1,2005-08-02T00:00:00Z,24.7
Q1,2005-08-09T00:00:00Z,24
Q1,2005-08-16T00:00:00Z,23.5
Q1,2005-08-23T00:00:00Z,23.4
Q1,2005-08-30T00:00:00Z,23.5
Q1,2005-09-06T00:00:00Z,23.8
Q1,2005-09-13T00:00:00Z,23.8
Q1,2005-09-20T00:00:00Z,23.8
Q1,2005-09-27T00:00:00Z,23.8
Q1,2005-10-04T00:00:00Z,22.8
Q1,2005-10-11T00:00:00Z,22.3
Q1,2005-10-18T00:00:00Z,23
Q1,2005-10-25T00:00:00Z,23
Q1,2005-11-01T00:00:00Z,23
Q1,2005-11-08T00:00:00Z,23.5
Q1,2005-11-15T00:00:00Z,23.1
Q1,2005-11-22T00:00:00Z,22.5
Q1,2005-11-29T00:00:00Z,21.5
Q1,2005-12-06T00:00:00Z,21.96
Q1,2005-12-13T00:00:00Z,28.8
Q1,2005-12-20T00:00:00Z,21.99
Q1,2005-12-27T00:00:00Z,22
Q1,2006-01-03T00:00:00Z,21.64
Q1,2006-01-10T00:00:00Z,21.7
Q1,2006-01-17T00:00:00Z,21
Q1,2006-01-24T00:00:00Z,21
Q1,2006-01-31T00:00:00Z,20.2
Q1,2006-02-07T00:00:00Z,21.3
Q1,2006-02-14T00:00:00Z,21.8
Q1,2006-02-21T00:00:00Z,21.5
